Logical CPU Count,scheduler_count,Physical Memory (MB),Max Workers Count,Affinity Type                                               ,SQL Server Start Time  ,SQL Server Up Time (hrs),Virtual Machine Type                                        
                8,              8,               16279,              576,AUTO                                                        ,2021-01-06 11:15:24.723,                      45,NONE                                                        
