Drive,Volume Mount Point                                                                                                                                                                                                                                              ,Read Latency        ,Write Latency       ,Overall Latency     ,Avg Bytes/Read      ,Avg Bytes/Write     ,Avg Bytes/Transfer  
C:   ,C:\                                                                                                                                                                                                                                                             ,                   2,                  13,                   5,               49170,               23770,               41615
