fixed_drive_path                                                                                                                                                                                                                                                ,drive_type_desc                                                                                                                                                                                                                                                 ,Available Space (GB)
C:\                                                                                                                                                                                                                                                             ,DRIVE_FIXED                                                                                                                                                                                                                                                     ,               35.77
